id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20913,Charming 1 bed GR8 WBurg LOCATION!,79402,Christiana,Brooklyn,Williamsburg,40.70967,-73.95922,Entire home/apt,80,30,168,2018-07-22,1.67,1,0
21456,Light-filled classic Central Park,42032,Dana,Manhattan,Upper West Side,40.79936,-73.96155,Entire home/apt,88,30,83,2020-11-21,1.35,1,296
21644,"Upper Manhattan, New York",82685,Elliott,Manhattan,Harlem,40.82782,-73.9473,Private room,99,30,3,2019-10-21,0.09,1,365
21794,COZY QUIET monthly room 4 DOOGLERS!,83257,Olan,Manhattan,Chelsea,40.74187,-74.00223,Private room,85,30,36,2019-08-31,0.53,2,364
23135,House On Henry (3rd FLR Suite),11481,Annette,Brooklyn,Carroll Gardens,40.67747,-74.00146,Entire home/apt,175,3,262,2021-07-16,2.78,3,326
23686,2000 SF 3br 2ba West Village outdoor living house,93790,Ann,Manhattan,West Village,40.72961,-74.00308,Entire home/apt,500,7,51,2021-07-18,0.52,2,230
24285,Beautiful Duplex Apartment,97797,Brandon,Brooklyn,Park Slope,40.67115,-73.98026,Entire home/apt,220,30,89,2021-06-01,0.75,1,255
25406,"Modern Brooklyn Apt., August sublet",105538,Erik,Brooklyn,Williamsburg,40.71649,-73.94865,Entire home/apt,83,30,29,2018-05-26,0.38,1,0
25696,"1,800 sq foot in luxury building",107628,Dena,Manhattan,Harlem,40.8104,-73.94309,Private room,100,1,190,2020-01-01,2.25,1,307
26362,"Times Square, Safe, Clean and Cozy!",59734,Luiz,Manhattan,Hell's Kitchen,40.75603,-73.99294,Private room,75,2,395,2021-07-15,3.59,2,300
26785,Park Slope Green Guest House,42273,Dani,Brooklyn,South Slope,40.6686,-73.98723,Entire home/apt,90,30,475,2021-06-30,4.19,2,123
26969,2 story family home in Williamsburg,115307,Alexandra,Brooklyn,Williamsburg,40.7184,-73.95973,Entire home/apt,165,30,343,2020-10-31,2.9,1,122
27006,Comfortable UWS 2-BD Family-Friendly Brownstone,115560,Stacy,Manhattan,Upper West Side,40.77839,-73.97778,Entire home/apt,225,30,28,2018-06-22,0.39,1,358
27644,Sugar Hill Rest Stop,119510,Emma,Manhattan,Harlem,40.82682,-73.94948,Entire home/apt,170,2,211,2021-07-27,1.77,1,276
27883,East Village Sanctuary,120223,Jen,Manhattan,East Village,40.72421,-73.98509,Entire home/apt,100,30,25,2011-11-21,0.21,1,0
28321,2BR in a 3BR Bklyn apt. nxt  2 Q Trn. Mth-Mth only,65091,Kay,Brooklyn,Prospect-Lefferts Gardens,40.6545,-73.96071,Private room,75,2,9,2018-10-05,0.07,1,209
28907,Garden studio in the Upper East Sid,124352,Lisa,Manhattan,Upper East Side,40.77827,-73.94669,Entire home/apt,150,30,21,2017-05-26,0.22,1,218
29013,B & B Room 1,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.68288,-73.95646,Private room,80,30,66,2021-05-01,0.59,5,0
29628,"Comfortable, Sunny Room",127608,Chris,Brooklyn,Clinton Hill,40.68292,-73.96381,Private room,89,3,285,2021-05-31,2.54,1,293
29683,Stylish Apartment with office space Near SoHo!,125857,Uli,Manhattan,Lower East Side,40.72314,-73.99108,Entire home/apt,175,30,115,2021-07-30,1.16,2,298
31130,Most Central Location!,117287,Larissa Nicole,Manhattan,Hell's Kitchen,40.7672,-73.98464,Private room,130,1,66,2020-06-02,2.05,3,353
31555,Luminous Beautiful West Village Studio,135619,Tom,Manhattan,West Village,40.73405,-74.00281,Entire home/apt,135,30,32,2021-03-27,0.26,1,0
31902,Sanctuary in East Flatbush,137292,Sunder,Brooklyn,East Flatbush,40.6327,-73.93184,Private room,80,30,4,2019-08-26,0.03,1,178
31994,Room with En Suite Bathroom & Deck,137814,Waldemar,Brooklyn,Clinton Hill,40.68818,-73.96383,Private room,86,2,479,2021-07-14,5.08,2,337
32329,Fully Furnished Beautiful 1 Bedroom,139853,Victor,Manhattan,East Village,40.72741,-73.98405,Entire home/apt,160,14,3,2012-09-01,0.04,1,361
33009,Retreat in Williamsburg,143027,Ming,Brooklyn,Williamsburg,40.71512,-73.95899,Entire home/apt,215,4,265,2021-07-11,2.84,1,260
33014,NYC Zen,143048,Paula,Manhattan,East Village,40.72367,-73.98139,Entire home/apt,125,1,34,2019-08-15,0.34,1,240
33156,"Sunny, Clean Zen Home w pr.Bath",128669,Alex,Manhattan,Upper West Side,40.78763,-73.96862,Entire home/apt,139,120,20,2020-10-14,0.23,1,198
36442,Great location. Spacious 2BR near PROSPECT PARK,137432,Paz,Brooklyn,Prospect Heights,40.67447,-73.96619,Entire home/apt,121,30,4,2018-01-01,0.05,1,333
36647,Private Bdrm/Bathrm. New! Elevator!,157798,Irene,Manhattan,East Harlem,40.79128,-73.94125,Private room,59,30,34,2017-05-14,0.5,1,307
36703,"Sunny, clean 1 bdrm in W. Village",158284,Karene,Manhattan,West Village,40.73271,-74.00367,Entire home/apt,200,30,136,2019-03-31,1.34,1,276
38663,Luxury Brownstone in Boerum Hill,165789,Sarah,Brooklyn,Boerum Hill,40.68442,-73.98068,Entire home/apt,675,3,24,2021-06-27,0.24,1,293
39282,“Work-from-home” from OUR home.,168525,Gus,Brooklyn,Williamsburg,40.70978,-73.95165,Private room,79,7,231,2021-07-01,2.41,1,1
39572,1 br in a 2 br apt (Midtown West),169927,Hubert,Manhattan,Hell's Kitchen,40.76203,-73.98869,Private room,139,30,44,2018-08-04,0.37,2,365
39586,Big room w/private bathroom and great Hudson view,12220,Corina E.,Manhattan,Upper West Side,40.77952,-73.98749,Private room,146,1,182,2021-04-18,1.48,3,345
39593,A room of own with a Manhattan view,110506,Myung,Queens,Sunnyside,40.74523,-73.92318,Private room,79,90,29,2019-04-12,0.24,1,153
39704,"Private, Large & Sunny 1BR w/W&D",170510,Renée,Brooklyn,Bedford-Stuyvesant,40.68216,-73.94594,Entire home/apt,135,30,337,2019-12-12,2.7,2,0
42300,Beautiful Lower East Side Loft,184755,Koray,Manhattan,Lower East Side,40.71992,-73.99167,Entire home/apt,500,5,61,2021-07-05,0.58,1,255
42729,House On Henry (2nd FLR Suite),11481,Annette,Brooklyn,Carroll Gardens,40.67813,-74.00062,Entire home/apt,175,30,169,2020-01-01,1.67,3,365
42882,New York room with a view,185978,Newyorkroomwithaview,Staten Island,St. George,40.64633,-74.08156,Private room,70,2,176,2019-11-03,1.77,1,336
43726,"Apartment in Tribeca, NYC Panoramic VIEWS~",191091,Ev,Manhattan,Tribeca,40.721,-74.00971,Entire home/apt,250,30,13,2020-12-29,0.67,1,320
44096,Room with a View,190409,Waundell,Bronx,Highbridge,40.83225,-73.93092,Private room,45,1,278,2021-07-21,2.25,3,147
44229,BROOKLYN VICTORIAN STYLE SUITE.....,181376,Carol,Brooklyn,Fort Greene,40.69287,-73.97108,Private room,110,30,231,2019-12-12,2.76,2,365
44288,Private studio in West Village on quite street,193637,Sara,Manhattan,West Village,40.73737,-74.00437,Entire home/apt,131,30,88,2020-12-07,0.9,1,123
44973,Creative South Williamsburg Studio,198411,Anastasia,Brooklyn,Williamsburg,40.70894,-73.95234,Entire home/apt,98,30,122,2021-07-31,1.09,1,153
45542,Clean and Cozy Harlem Apartment,202249,Campbell,Manhattan,Harlem,40.82569,-73.93842,Entire home/apt,100,30,18,2018-12-13,0.53,1,0
45556,"Fort Greene, Brooklyn: Center Bedroom",67778,Doug,Brooklyn,Fort Greene,40.68834,-73.97578,Private room,65,2,270,2021-08-03,3.27,2,147
45910,Beautiful Queens Brownstone! - 5BR,204539,Mark,Queens,Ridgewood,40.70309,-73.89963,Entire home/apt,395,30,13,2019-11-12,0.6,6,365
45936,Couldn't Be Closer To Columbia Uni,867225,Rahul,Manhattan,Morningside Heights,40.8063,-73.95985,Private room,75,31,129,2019-12-14,1.09,1,237
46544,Park Slope haven 15 mins from Soho,8198,Monica,Brooklyn,Park Slope,40.67979,-73.97978,Entire home/apt,150,30,58,2020-03-18,0.57,1,235
46911,Large Room in private Brownstone in Park Slope,210746,Kathleen R.,Brooklyn,Prospect Heights,40.68022,-73.97457,Private room,115,3,54,2021-07-06,0.52,3,338
47613,"BIG, COMFY ROOM W/YARD IN WILL-B",216191,M,Brooklyn,Williamsburg,40.7124,-73.94764,Private room,81,30,28,2013-11-04,0.21,5,334
49048,B and B Style Rooms for Rent w bath,35935,Angela,Brooklyn,Bedford-Stuyvesant,40.6829,-73.95701,Private room,90,30,21,2021-08-02,0.26,5,214
50447,"Lovely Apt & Garden;  Legal; Amenities, Spotless",9744,Laurie,Brooklyn,Gowanus,40.66913,-73.99041,Entire home/apt,151,4,188,2021-07-11,1.8,3,292
51850,( F) Excellent/Pvt Rm,27848,Jullett,Queens,Jamaica,40.67144,-73.76501,Private room,65,30,53,2019-09-03,0.4,5,361
52689,Astoria/Ditmars 2BR - Kids Welcome!,244071,Litza,Queens,Ditmars Steinway,40.77868,-73.90652,Entire home/apt,130,4,6,2021-05-29,0.05,1,67
53469,cozy studio with parking spot,204539,Mark,Queens,Middle Village,40.71567,-73.87842,Entire home/apt,107,30,33,2015-03-09,0.29,6,333
53470,Clean and convenient 2BR apartment,204539,Mark,Queens,Ridgewood,40.70422,-73.89778,Private room,174,30,6,2015-10-08,0.05,6,356
53477,3 floors of luxury!,204539,Mark,Queens,Middle Village,40.71778,-73.87714,Entire home/apt,350,30,16,2016-07-24,0.57,6,362
54508,Sml Rm  Brst  PSl great for longer stays Med/Stu,210746,Kathleen R.,Brooklyn,Park Slope,40.67908,-73.97405,Private room,60,2,105,2021-07-31,0.87,3,311
54626,Cozy bedroom by Yankee Stadium,190409,Waundell,Bronx,Highbridge,40.83231,-73.9305,Private room,50,1,183,2020-03-06,1.89,3,354
54694,(H) Great Deal/Pvt Rm,27848,Jullett,Queens,Jamaica,40.67144,-73.76501,Private room,65,30,62,2017-10-08,0.47,5,0
54860,Great apartment with private bathroom and entrance,258164,Jenny,Manhattan,East Harlem,40.79934,-73.94236,Private room,100,5,236,2021-08-02,2.26,1,273
55982,Cozy 2 br in sunny Fort Greene apt,264928,Sally,Brooklyn,Fort Greene,40.68701,-73.97555,Private room,85,3,37,2018-12-19,0.94,1,0
56859,City Room - Private & Comfy Bedroom,256161,Wayne,Manhattan,Harlem,40.81201,-73.94452,Private room,86,3,208,2020-05-28,1.75,2,75
57166,Elegant NYC Pad,272006,Vasili,Queens,Ditmars Steinway,40.77155,-73.90564,Entire home/apt,175,3,59,2021-07-31,0.93,1,340
57297,"Clean & bright 1BR in Cobble Hill, GREAT location!",199392,S.M.,Brooklyn,Brooklyn Heights,40.69003,-73.99338,Entire home/apt,162,30,242,2020-10-21,2.93,1,93
57618,"Great new apt, close to everything",274557,Ana,Manhattan,Hell's Kitchen,40.76505,-73.98716,Entire home/apt,250,3,114,2021-07-24,1.33,1,4
57754,Stylish Large SPARKLING Gramercy Loft!,275578,R,Manhattan,Flatiron District,40.74166,-73.9866,Entire home/apt,288,2,139,2021-08-01,1.68,1,203
57874,The Brownstone-Luxury 1 Bd Apt/NYC,276291,Simon,Manhattan,East Harlem,40.80747,-73.94076,Entire home/apt,160,3,279,2021-07-12,2.5,2,291
57901,Huge Room - Luxury Doorman Building,276207,Joshua,Manhattan,Upper West Side,40.79693,-73.97246,Private room,45,60,9,2017-05-31,0.07,2,278
58059,Private Room on Historic Sugar Hill,277379,Agnes,Manhattan,Harlem,40.8238,-73.94444,Private room,55,2,557,2021-07-27,4.74,2,188
58062,South Slope Green,277394,Linda,Brooklyn,Windsor Terrace,40.65912,-73.9842,Private room,139,2,25,2020-02-16,0.92,1,215
59014,"Spacious 1BR, Adorable Clean Quiet",282927,Drica,Manhattan,Lower East Side,40.71946,-73.98641,Entire home/apt,150,30,57,2020-02-18,0.53,1,365
59121,"Nice, clean, safe, convenient 3BR",204539,Mark,Queens,Ridgewood,40.70271,-73.8993,Entire home/apt,188,30,2,2019-11-01,0.02,6,340
59709,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",186084,Ricardo & Ashlie,Manhattan,Chinatown,40.7178,-73.9932,Entire home/apt,229,7,27,2021-07-25,0.35,2,85
59855,One bedroom Apt. in NYC,288031,Leslie,Manhattan,Midtown,40.75853,-73.96892,Entire home/apt,250,30,82,2014-04-26,0.73,1,215
60164,"Beautiful, elegant 3 bed SOHO loft",289653,Harrison,Manhattan,Tribeca,40.72012,-74.00397,Entire home/apt,500,30,106,2019-12-01,1.63,1,79
60457,Spacious Greenwich Village Apt,99212,Jessica,Manhattan,Greenwich Village,40.73072,-73.99275,Entire home/apt,250,30,10,2019-07-31,0.08,1,0
60611,SpaHa Studio Monthly Rental,292204,Blanca,Manhattan,East Harlem,40.79204,-73.94741,Entire home/apt,68,30,191,2021-07-04,1.54,4,2
60666,City Room - Private Luxury Suite,256161,Wayne,Manhattan,Harlem,40.81006,-73.94559,Private room,140,3,216,2020-11-08,1.8,2,61
60673,Private Room/bath Luxurious Harlem,249372,Cynthia,Manhattan,Harlem,40.81562,-73.94674,Private room,125,30,3,2019-10-15,0.14,1,365
60680,"Bright, High Ceiling, Spacious & Cozy 1BR - Enjoy!",292630,Mich,Manhattan,East Village,40.72598,-73.97978,Entire home/apt,125,30,163,2020-11-23,1.44,2,307
60794,"Bright and spacious, garden below!",293394,Rachel,Manhattan,Upper West Side,40.79918,-73.96248,Entire home/apt,211,30,4,2017-08-25,0.03,1,0
61167,NO LONGER AVAILABLE,295760,Greta,Manhattan,Chinatown,40.71799,-73.99648,Entire home/apt,175,30,21,2015-12-12,0.3,2,43
61509,"Quiet, clean midtown apt w. elevato",23619,Anna/Fonzy,Manhattan,Midtown,40.75743,-73.96825,Entire home/apt,110,200,92,2019-03-02,0.78,1,0
62427,Great East Village Apartment Rental,303882,Brie,Manhattan,East Village,40.72825,-73.98959,Entire home/apt,130,30,61,2019-10-27,0.54,1,170
62452,A SpeciaL!! Private Room in NY,303939,Lissette,Staten Island,St. George,40.63701,-74.08513,Private room,30,30,213,2020-04-25,1.87,5,345
62461,B NYC Staten Alternative...,303939,Lissette,Staten Island,St. George,40.63707,-74.08532,Private room,30,30,172,2020-08-06,1.64,5,320
62468,"Great Apt, Great Location",304081,Rodrigo,Manhattan,Upper West Side,40.79523,-73.9728,Entire home/apt,170,30,30,2018-08-11,0.24,1,365
62787,C Private Room By The Ferry,303939,Lissette,Staten Island,Tompkinsville,40.63506,-74.08384,Private room,30,30,202,2020-09-07,1.8,5,277
62891,Smallest House In The Village,306545,Olivia,Manhattan,East Village,40.72297,-73.98265,Entire home/apt,127,4,201,2021-07-19,1.6,2,64
62903,Beautiful modern studio apartment in heart of NYC,306605,Daniel,Manhattan,Chelsea,40.741,-73.99562,Entire home/apt,205,30,68,2019-11-15,0.8,1,22
62925,Beautiful Landmarked Duplex,306739,Maya,Brooklyn,Greenpoint,40.72967,-73.95352,Entire home/apt,285,3,140,2021-07-02,1.73,3,285
63320,D Private Che@p Room 2 Explore NYC,303939,Lissette,Staten Island,Tompkinsville,40.63516,-74.0841,Private room,30,30,251,2020-11-07,2.1,5,247
63610,DOMINIQUE'S NY mini efficiency pad** A Rare Find**,310670,Vie,Bronx,Eastchester,40.881,-73.83511,Entire home/apt,99,2,46,2021-07-26,1.2,8,347
63657,"Private, Large & Sunny Top Floor Apt  w/W&D",170510,Renée,Brooklyn,Bedford-Stuyvesant,40.68253,-73.94295,Entire home/apt,135,30,268,2019-12-08,2.23,2,0
63693,Cottage in the Village,306545,Olivia,Manhattan,East Village,40.72219,-73.98245,Entire home/apt,390,7,153,2019-12-26,1.37,2,282
64000,Williamsburg loft bunk bed   l,312722,Kris & Di,Brooklyn,Williamsburg,40.70705,-73.95489,Private room,48,31,14,2018-10-01,0.2,5,336
64107,BROOKLYN  STUDIO APARTMENT,313317,Niya,Brooklyn,Crown Heights,40.67582,-73.94316,Private room,100,3,308,2020-01-03,2.54,1,187
64314,cozy bedroom in lovely garden apt,314256,Debbie,Brooklyn,Crown Heights,40.67634,-73.95143,Private room,75,30,45,2020-02-22,0.37,1,364
64365,Crown Heights Garden Apt.,314582,Anthony,Brooklyn,Crown Heights,40.67579,-73.95072,Private room,60,30,244,2019-12-23,6.2,2,307
64837,ENJOY Downtown NYC!!,46978,Edward,Manhattan,East Village,40.72497,-73.98356,Private room,50,7,219,2021-07-31,2.25,2,35
65268,Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,319092,Juhli,Brooklyn,Bedford-Stuyvesant,40.68305,-73.95195,Private room,75,5,63,2018-07-26,0.87,1,200
65425,Entire 2 Bedroom Apartment,314941,Tony,Manhattan,Nolita,40.72021,-73.99426,Entire home/apt,228,1,1,2010-12-21,0.01,3,360
65615,Farmhouse Apartment in Williamsburg,320761,Valerie,Brooklyn,Williamsburg,40.7106,-73.95178,Entire home/apt,85,10,56,2020-09-05,0.96,1,0
65660,Bright+Spacious Williamsburg Abode!,320538,Larissa,Brooklyn,Williamsburg,40.70797,-73.94792,Entire home/apt,102,30,158,2020-10-06,2.32,1,107
65813,"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",321756,Eric,Manhattan,Harlem,40.82899,-73.94345,Private room,75,3,20,2019-01-02,0.44,1,215
66008,CHARMING CARROLL GARDENS APT.,322884,Melissa,Brooklyn,Carroll Gardens,40.68028,-73.99328,Entire home/apt,190,30,68,2020-03-22,0.6,1,215
66251,East Village Loft with Piano & Patio,324460,Samir,Manhattan,East Village,40.72547,-73.98619,Entire home/apt,368,3,109,2021-07-14,1.76,1,43
66275,Lower East Side Magic Apartment Entire Apartment!!,314941,Tony,Manhattan,Nolita,40.72036,-73.99435,Entire home/apt,355,1,147,2021-08-01,2.06,3,362
66718,West Harlem Home Base - Eco-Apt.,136227,Henning,Manhattan,Harlem,40.81263,-73.95214,Entire home/apt,76,30,213,2021-05-01,1.97,1,306
66741,Charming Garden Apt in Park Slope,327673,Stefano,Brooklyn,Park Slope,40.67548,-73.98315,Entire home/apt,150,30,250,2020-03-01,2.45,2,297
66974,"Lovely, Modern, Garden Apartment",329436,Jana,Brooklyn,Gowanus,40.68088,-73.99102,Entire home/apt,200,2,132,2021-07-13,1.6,2,262
67288,Central Park 1BR sunny condo,101597,Per,Manhattan,East Harlem,40.79544,-73.94836,Entire home/apt,115,28,35,2021-07-22,0.48,1,281
67299,Cozy Garden Apartment  in Williamsburg,330347,Adrienne,Brooklyn,Williamsburg,40.71516,-73.96448,Entire home/apt,85,30,69,2021-07-16,1.08,1,2
67397,SoHa comfort-by NW Central Park!,332189,Elise,Manhattan,Harlem,40.80332,-73.95741,Private room,122,30,105,2019-12-31,0.88,1,35
68735,Prewar Penthouse w Private Terrace,342054,Violetta,Manhattan,Upper West Side,40.78846,-73.97459,Entire home/apt,199,30,33,2019-11-21,0.29,1,362
68900,Bright Beautiful Brooklyn,343250,Jason,Brooklyn,Greenpoint,40.73094,-73.95484,Private room,90,30,7,2019-10-26,0.08,1,280
68974,Unique spacious loft on the Bowery,281229,Alicia,Manhattan,Nolita,40.72,-73.99487,Entire home/apt,595,3,220,2021-07-18,1.73,1,243
69894,"Nice renovated apt, prime location!",352168,Silvia,Manhattan,Upper West Side,40.77845,-73.98295,Entire home/apt,150,30,56,2021-07-01,0.66,1,4
69921,Brooklyn Writer's Nook,155689,Joab,Brooklyn,Bushwick,40.70494,-73.91982,Private room,83,3,58,2021-07-08,0.78,1,347
71248,Bright and lovely 1 bdrm apt in LES,363834,Jennifer,Manhattan,Chinatown,40.7159,-73.99156,Entire home/apt,135,25,53,2021-05-31,1.46,2,115
71366,Beautiful One Bed West Village - 4 Month Special,364955,Ruperto,Manhattan,Greenwich Village,40.72997,-74.00196,Entire home/apt,200,30,43,2021-07-03,0.86,1,71
71384,Gigantic Private Brooklyn Loft!,365153,Ben,Brooklyn,Greenpoint,40.72919,-73.95588,Entire home/apt,229,1,50,2014-04-08,0.4,1,215
71812,Condo Apartment with Laundry and Assigned Parking,369015,Thai,Bronx,Kingsbridge,40.87069,-73.90113,Entire home/apt,90,30,10,2021-05-02,0.52,2,124
72190,1BR: See Central Park from Terrace!,373085,Hudson,Manhattan,Upper West Side,40.77743,-73.97691,Entire home/apt,110,30,37,2018-08-04,0.49,1,0
74240,French Garden cottage off Bedford,389924,Patty,Brooklyn,Williamsburg,40.71976,-73.96012,Entire home/apt,132,4,76,2021-08-01,1.19,1,136
74438,Luxury HiRise XL 1BR Skyline views,391553,James,Manhattan,Hell's Kitchen,40.75523,-73.99792,Entire home/apt,299,30,52,2014-09-23,0.43,1,0
74680,One Bedroom Mini studio - Free WIFI,265109,Nazleen,Queens,Astoria,40.77507,-73.93367,Entire home/apt,119,7,225,2020-08-23,2.59,1,340
74821,Deluxe Harlem 2 Bedroom,394640,Keith,Manhattan,Harlem,40.80874,-73.94926,Entire home/apt,149,30,47,2018-09-04,0.49,1,87
74860,"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn",394752,Allison,Brooklyn,Greenpoint,40.72364,-73.95013,Entire home/apt,75,30,3,2019-10-30,0.02,1,0
75635,Bright Cozy Chinatown Studio Apt.,401696,Patricia,Manhattan,Lower East Side,40.71911,-73.98588,Entire home/apt,150,30,322,2020-12-10,2.61,1,307
77517,Room in Willyburg Loft (Only Long Stays),415660,Carmen,Brooklyn,Williamsburg,40.71407,-73.96657,Private room,100,28,3,2012-07-23,0.02,3,318
77765,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,263,30,38,2019-09-20,0.97,27,364
80493,Cozy room in East Village with AC,434987,Jennifer,Manhattan,East Village,40.72322,-73.98615,Private room,70,2,197,2020-08-08,1.78,1,198
80684,Duplex w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73756,-73.9535,Hotel room,349,30,8,2016-03-27,0.07,27,246
80700,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Private room,349,30,7,2019-05-24,0.06,27,246
80924,Spacious 3 Bedroom Duplex in Park Slope,438133,Ellis,Brooklyn,Park Slope,40.67407,-73.98105,Entire home/apt,69,30,37,2020-01-24,0.61,2,125
81739,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Private room,349,30,2,2011-03-25,0.02,27,246
82549,Columbia Castle in Brooklyn Heights,448312,Christopher,Brooklyn,Brooklyn Heights,40.69418,-73.99775,Private room,100,1,67,2019-12-08,0.67,2,29
82550,Columbia Castle 2 BR,448312,Christopher,Brooklyn,Brooklyn Heights,40.69246,-73.99828,Entire home/apt,200,30,99,2021-05-31,1.67,2,30
82638,"Charming Artist's Flat, East Village",449787,Sarah,Manhattan,East Village,40.72408,-73.98154,Entire home/apt,135,30,271,2021-05-17,2.32,1,331
82928,BEAUTIFUL 2 BEDROOM APARTMENT,451545,Ruthven,Brooklyn,Bedford-Stuyvesant,40.68433,-73.94469,Entire home/apt,150,30,72,2021-06-18,1.13,1,228
83243,Brooklyn Cove 1 Br Apt w/ Garden In Bushwick!!,453519,Julian,Brooklyn,Bushwick,40.68769,-73.91788,Entire home/apt,75,30,250,2020-02-09,2.28,1,337
83446,Ft. Greene gem with back yard & private entrance,454756,Leslie,Brooklyn,Fort Greene,40.68871,-73.97322,Entire home/apt,150,30,6,2019-08-21,0.05,1,69
83847,East Village Designer's 1-BR APT,410094,Yvette,Manhattan,East Village,40.7245,-73.97946,Entire home/apt,229,30,44,2020-03-08,0.35,1,0
84010,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,179,30,16,2019-09-19,0.13,27,246
89205,Spacious and sunny 1bedroom. apt. East Village,257306,Sanah,Manhattan,East Village,40.72626,-73.98408,Entire home/apt,120,30,42,2020-12-19,0.35,1,148
89621,868 sleep 4,209460,Marylyn Palmer,Brooklyn,Crown Heights,40.67823,-73.94719,Entire home/apt,150,30,238,2020-01-19,2.02,2,328
93313,MAISON DES SIRENES 2,25183,Nathalie,Brooklyn,Bedford-Stuyvesant,40.68413,-73.93817,Entire home/apt,129,2,106,2021-05-13,1.22,2,310
94035,"Modern, Safe, Clean, Bright Room in Astoria for 2",35375,Savannah,Queens,Astoria,40.75977,-73.90991,Private room,76,1,51,2019-12-16,1.47,2,216
94209,Large Sunny 1BR (Conv 2BR) Apt in Crown Heights Bk,503800,Peace,Brooklyn,Crown Heights,40.67654,-73.94629,Entire home/apt,101,1,10,2021-06-27,3.9,1,89
94477,The Vernon On Greene,478395,Jason,Brooklyn,Bedford-Stuyvesant,40.69157,-73.93257,Entire home/apt,127,2,400,2020-03-15,3.3,1,0
94783,"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",473113,Keishera,Brooklyn,Crown Heights,40.6736,-73.9551,Entire home/apt,129,6,117,2021-04-06,1.15,1,280
95747,Lovely 1BR in Tree-lined WBurg,509341,Tessa,Brooklyn,Williamsburg,40.71167,-73.94932,Entire home/apt,140,7,14,2021-03-29,0.11,1,37
95883,Spacious Loft in Clinton Hill,509918,Eduardo,Brooklyn,Bedford-Stuyvesant,40.69304,-73.95417,Entire home/apt,200,6,5,2018-12-26,0.08,1,215
98663,Groovy NYC Chelsea Pad,520279,Peter Michael,Manhattan,Chelsea,40.75077,-73.99657,Entire home/apt,130,30,19,2018-06-11,0.19,1,215
99085,Sunny Bklyn Jewel  Fort Greene,522164,Wanda,Brooklyn,Fort Greene,40.6867,-73.97469,Entire home/apt,123,30,22,2021-07-09,0.26,1,183
99662,Your Cozy Home - Center of New York,524730,Oz,Manhattan,Lower East Side,40.72015,-73.99104,Entire home/apt,135,30,28,2014-06-17,0.27,1,215
100002,"MANHATTAN Cozy, Neat, Nice, Bright ROOM",523218,Giorgio,Manhattan,Washington Heights,40.85433,-73.9324,Private room,50,30,151,2020-02-18,1.4,1,82
100186,Large Brand New Park Slope 1BR,526805,Mi,Brooklyn,Gowanus,40.66952,-73.99201,Entire home/apt,130,30,106,2021-04-23,1.28,1,57
100368,Greenwich Village Brownstone -- Huge Private Deck,526105,Scott,Manhattan,Chelsea,40.74056,-74.00143,Entire home/apt,222,30,35,2021-05-31,0.29,1,279
101053,Colorful Artistic Williamsburg Apt w/ 3 Bedrooms,530032,Lee And Tara,Brooklyn,Williamsburg,40.71116,-73.95484,Private room,120,30,38,2020-01-21,0.3,1,0
102995,UWS Brownstone Near Central Park,178043,Chas,Manhattan,Upper West Side,40.78645,-73.97082,Entire home/apt,212,30,45,2017-08-02,0.68,1,2
103161,Cozy+well equipped top fl apt - PRIME Williamsburg,465278,Ade,Brooklyn,Williamsburg,40.71551,-73.96274,Entire home/apt,195,7,138,2021-07-11,1.48,1,341
103311,2 BR w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,Private room,599,3,9,2018-05-19,0.07,27,246
105469,surf/stay,547386,Michelle,Queens,Rockaway Beach,40.58603,-73.8145,Private room,114,30,16,2020-06-28,0.22,2,87
105790,Holiday special near Columbia Univ!,548817,Armand,Manhattan,Harlem,40.81919,-73.95443,Private room,80,30,144,2019-06-08,1.56,1,90
106363,Bright Room With A Great River View,551055,Alicia,Manhattan,Harlem,40.82772,-73.95284,Private room,69,5,422,2021-07-30,3.71,2,271
106647,Tree lined block modern apartment,552679,Olivia,Brooklyn,Bedford-Stuyvesant,40.68647,-73.95862,Entire home/apt,145,7,106,2021-07-14,0.99,1,22
107630,Sweet Historic Greenpoint Duplex,306739,Maya,Brooklyn,Greenpoint,40.72741,-73.95466,Entire home/apt,175,3,286,2021-07-25,2.82,3,289
