id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
29982192,Boho chic brooklyn escape,8246221,Rana,Brooklyn,Prospect-Lefferts Gardens,40.6611,-73.94949,Entire home/apt,105,30,1,2019-01-03,0.03,1,0
29982557,The House on Richardson: Entire Home w/ Rear Yard,197286,Vera,Brooklyn,Williamsburg,40.71808,-73.94484,Entire home/apt,249,30,56,2020-03-04,1.72,1,0
29983923,"Cozy Corner, Save Money in Midtown NYC!",225400206,Teresa,Manhattan,Midtown,40.75651,-73.96978,Shared room,100,30,24,2020-03-13,0.88,3,0
29984607,"Midtown Steal by Rockefeller Center, Central Park",225400206,Teresa,Manhattan,Midtown,40.75563,-73.97147,Private room,135,30,76,2020-04-01,2.31,3,0
29984938,HUGE 1-Bedroom in Theater District,1428501,Michael,Manhattan,Theater District,40.7622,-73.98564,Entire home/apt,241,3,32,2021-07-26,1.14,1,11
29987114,Hamilton Heights - West Harlem Studio,15238188,Sally,Manhattan,Harlem,40.82303,-73.95063,Entire home/apt,100,2,126,2020-03-19,3.9,1,0
29987700,"Spacious, sunny 1 bedroom on the Lower East Side",11729215,Daniela,Manhattan,Lower East Side,40.71287,-73.97723,Entire home/apt,189,30,3,2019-01-01,0.15,1,0
29990168,Brooklyn Awesomely Huge Apartment,9864136,Anthony,Brooklyn,Bushwick,40.68653,-73.91388,Entire home/apt,89,30,7,2021-06-01,0.23,23,344
29993012,Beautiful Large Studio in the Heart of Park Slope,23952383,Jean,Brooklyn,Park Slope,40.67123,-73.9779,Entire home/apt,75,30,10,2021-05-03,0.51,1,77
29993540,Very Spacious Colorful Room Close to Manhattan,4666670,Jeanny,Queens,Astoria,40.76913,-73.91878,Private room,68,30,3,2018-11-16,0.11,4,60
29994675,Near 5 major trains in 1 subway station!,225489491,Ikwo,Brooklyn,Bedford-Stuyvesant,40.67734,-73.90816,Private room,55,30,11,2019-11-17,0.41,1,365
29995362,"Hollis Cove - Queens 1BR Flat Near LGA & JFK, SJU",173990320,Molly & Justin,Queens,Hollis,40.7152,-73.76813,Entire home/apt,124,3,81,2021-07-31,3.1,1,327
29995668,Cozy room in friendly & hip Bushwick near subway,8245652,Cazzie,Brooklyn,Bushwick,40.6952,-73.90901,Private room,60,30,6,2019-03-01,0.18,3,0
29995977,Private room in two floor apartment w/ back yard,2458913,Richard,Brooklyn,Bushwick,40.70334,-73.9205,Private room,40,30,1,2018-11-13,0.03,1,0
29996902,Hudson Yard - Lux King Room,224414117,Casamia 36,Manhattan,Hell's Kitchen,40.75672,-73.99691,Hotel room,135,1,52,2021-07-25,1.68,11,365
30003335,"The Right Direction Cottage2 Safe, clean and quiet",225530795,Olufemi,Staten Island,West Brighton,40.6286,-74.11558,Private room,60,30,20,2021-03-31,0.89,3,218
30003453,Sunny Warm and Cozy.            1 bedroom  apt.,218627196,Mary,Brooklyn,South Slope,40.66282,-73.98226,Entire home/apt,150,2,32,2021-07-30,16.27,1,38
30006962,"Sharp Wall Street 1BR w/ Gym, Doorman, Roof deck by Blueground",107434423,Blueground,Manhattan,Financial District,40.705578,-74.008377,Entire home/apt,332,30,1,2019-03-20,0.03,286,36
30007128,Newly renovated apartment in Brooklyn Townhouse,157410883,Chiara,Brooklyn,Bushwick,40.69545,-73.92311,Entire home/apt,129,2,94,2021-07-20,3.42,1,247
30008427,"Unique, spacious loft in Soho (40% DISCOUNTED)",18103903,Emir,Manhattan,SoHo,40.72268,-74.00472,Entire home/apt,390,60,5,2019-08-25,0.16,2,0
30009701,Sunny Private Room in Brooklyn luxury apartment,188949327,Criselis,Brooklyn,Bedford-Stuyvesant,40.68927,-73.92619,Private room,44,4,12,2020-07-01,0.43,1,0
30011527,Cozy Duplex Studio 1 Minute to Subway,32708211,Patnaree,Brooklyn,Bedford-Stuyvesant,40.68995,-73.95578,Entire home/apt,132,2,137,2021-07-18,4.8,7,288
30012164,"Historic Gem in Beautiful Clinton Hill, Brooklyn",30466297,Jack,Brooklyn,Clinton Hill,40.68528,-73.96269,Entire home/apt,500,30,13,2020-01-05,0.41,1,157
30012632,Lovely bedroom in prime Williamsburg,87167456,Hernan,Brooklyn,Williamsburg,40.7187,-73.9492,Private room,55,30,2,2018-12-08,0.06,1,0
30014439,East Village Gem - The Garden Dream,35422741,Lex,Manhattan,East Village,40.72959,-73.98497,Entire home/apt,274,2,28,2021-07-26,1.37,1,5
30015658,private spacious LES bedroom,220601248,Nora,Manhattan,Lower East Side,40.7175,-73.98903,Private room,95,30,40,2020-02-16,1.35,2,2
30018456,COMFORTABLE PRIVATE ROOM IN FLATBUSH!,72015600,XaXa,Brooklyn,Flatbush,40.64811,-73.95654,Private room,60,30,3,2019-01-27,0.1,1,0
30019180,Historic Harlem Space,35381438,Warren,Manhattan,Harlem,40.8169,-73.94024,Entire home/apt,100,30,11,2019-12-23,0.35,1,0
30020439,Airy Brooklyn Limestone : 3 Bedroom Suite!,3393434,Billye And Joe,Brooklyn,Crown Heights,40.669625098186856,-73.94714976969777,Private room,399,30,2,2020-01-01,0.09,3,89
30020524,LES Penthouse,36560763,Daniel,Manhattan,Lower East Side,40.71758,-73.98637,Entire home/apt,300,6,1,2019-12-30,0.05,1,0
30021914,Pelham Gardens Entire Home *Newly Built*,153817,Sadio,Bronx,Pelham Gardens,40.86347,-73.84128,Entire home/apt,66,2,71,2021-07-15,2.6,1,332
30023607,Sunny bedroom with a view in East Village/LES/NYC,29217011,Eb,Manhattan,Lower East Side,40.72138,-73.98447,Private room,100,30,2,2018-12-08,0.06,1,0
30027892,Cozy garden apartment in Prospect Heights,91851098,Matthew,Brooklyn,Prospect Heights,40.67976,-73.97109,Entire home/apt,241,3,8,2021-07-26,0.26,1,148
30034070,Private Patio Studio,211549023,Studioplus,Manhattan,Midtown,40.74619,-73.9871,Entire home/apt,154,1,33,2021-05-28,1.08,15,339
30035973,Astoria's Tranquil Home Away From Home,160493366,Kat,Queens,Ditmars Steinway,40.76923,-73.8961,Entire home/apt,80,30,7,2019-10-14,0.24,1,0
30038208,LUX TOP LOC OWN ENTRY GUEST SUITE 1BR+SPABATH+LV!,225706084,Mikki & Doni,Brooklyn,Prospect-Lefferts Gardens,40.65774,-73.95846,Entire home/apt,109,2,79,2021-08-02,2.64,1,21
30041537,"""Home sweet Home""  Welcome friends",224315550,Leonardo,Brooklyn,Williamsburg,40.7089,-73.96469,Private room,70,2,80,2020-10-29,2.53,2,0
30043083,Home away from home lodging #1  (1 Bed- 1 guest),225790094,Vena,Brooklyn,East Flatbush,40.64994,-73.92874,Private room,48,1,14,2019-09-24,0.43,3,62
30046573,Cheery Chelsea Charmer... best location!,3896863,Susanna And Ricki,Manhattan,Chelsea,40.74296,-73.99838,Entire home/apt,203,2,81,2021-07-10,2.9,1,24
30046737,The Rich Home:minutes to JFK & 30min to the City,225813251,Latasha,Queens,St. Albans,40.69788,-73.76644,Entire home/apt,132,30,100,2019-12-01,4.14,1,1
30047371,Home away from Home! 25 Mins from Time Square,59240650,Angely,Manhattan,Washington Heights,40.85969,-73.92576,Private room,86,30,5,2018-12-17,0.15,1,0
30048716,"Come live in, Brooklyn",225749624,Jonathan,Brooklyn,Bedford-Stuyvesant,40.69403,-73.94378,Private room,50,30,1,2018-12-01,0.03,1,0
30053410,City life by the beach.,225853788,Labella,Brooklyn,Brighton Beach,40.58221,-73.96683,Private room,70,30,1,2019-03-10,0.03,1,363
30058948,家庭式旅馆獨立衛生間套房K,225889604,Fiona,Queens,Flushing,40.76337,-73.82944,Private room,82,2,16,2021-06-09,0.55,3,72
30059328,Two Blocks from Washington Square Park!!,41194120,Melissa,Manhattan,Greenwich Village,40.72969,-74.00107,Entire home/apt,195,1,6,2019-12-30,0.22,1,0
30060150,Private room in trendy neighborhood,129902279,Catalina,Brooklyn,Sunset Park,40.65896,-73.99163,Private room,40,30,17,2020-11-22,0.7,1,0
30060926,3bdrm cozy attic 15 mins from jfk & Belmont track,160940380,Adeola,Queens,St. Albans,40.7003,-73.75054,Entire home/apt,314,1,24,2021-06-25,0.76,3,334
30062210,Cozy Four Twenty Friendly Bedroom in Brooklyn,225913497,Mamadou,Brooklyn,Bedford-Stuyvesant,40.68022,-73.90813,Private room,25,30,1,2019-01-01,0.03,1,0
30064021,Modern Harlem Haven,225926055,Stacie,Manhattan,Harlem,40.82251,-73.95543,Entire home/apt,115,30,1,2019-01-02,0.03,1,0
30066459,"Upper West Side, NYC",10273945,Camila,Manhattan,Morningside Heights,40.80961,-73.96517,Entire home/apt,100,30,1,2018-11-19,0.03,1,0
30066830,New! Stylish! Garden! Main St! Everything! Parking,137522531,Ali,Queens,Flushing,40.75773,-73.80875,Entire home/apt,153,30,1,2021-07-21,1.0,25,321
30068059,"Modern, Clean & Bright. 1 bed/1bath apt!",142591435,Shelby Charlotte,Manhattan,Two Bridges,40.71108,-73.99817,Entire home/apt,120,6,11,2021-07-03,0.55,1,6
30068829,Midtown West - Sunny Queen Room,224414117,Casamia 36,Manhattan,Hell's Kitchen,40.75682,-74.00147,Hotel room,135,1,92,2021-07-19,2.97,11,360
30069635,"Chic, spacious, private home away from home!",101367917,Colleen,Queens,Astoria,40.76718,-73.92253,Private room,120,30,4,2018-12-31,0.14,1,0
30071646,Bright Spacious Brooklyn Room with Living Room,38250051,Carrie,Brooklyn,Sunset Park,40.6615,-73.99475,Private room,50,30,4,2020-01-20,0.12,1,0
30071972,Beautiful room Williamsburg Brooklyn NY,192181166,Elisa,Brooklyn,Williamsburg,40.70713,-73.94156,Private room,45,150,2,2019-01-13,0.06,2,0
30081150,"Huge Private Bedroom, Manhattan Washington Heights",3421779,Kfir,Manhattan,Washington Heights,40.83924,-73.9401,Private room,118,3,3,2020-01-01,0.09,1,225
30082832,Cozy 2BD/3 Bed and Outdoor Deck Brooklyn Apt,226048286,Denise & Rich,Brooklyn,Clinton Hill,40.69509,-73.96605,Entire home/apt,250,3,94,2021-07-29,3.2,1,0
30082958,★ PRIVATE NYC STUDIO★STEPS FROM TRAIN★QUEEN BED★,73183897,Michael,Staten Island,Dongan Hills,40.58389,-74.10492,Entire home/apt,70,3,40,2019-12-29,1.57,1,34
30084269,"Stylish room in a spacious, creative Brooklyn home",19864547,Alexander,Brooklyn,Crown Heights,40.66495,-73.95158,Private room,60,3,15,2019-11-06,0.54,2,5
30084665,Fuhgettaboutit! Best room ever!,37401126,Leah,Brooklyn,East Flatbush,40.64167,-73.93966,Private room,67,1,80,2021-07-21,2.75,4,363
30086617,4-person apartment in Upper East Side/East Harlem,187567357,Tim,Manhattan,East Harlem,40.79614,-73.94179,Entire home/apt,160,30,2,2019-09-23,0.08,1,0
30087377,Prime West Village Boutique Apartment,14379366,Perry,Manhattan,West Village,40.73632,-74.00672,Entire home/apt,310,30,14,2021-06-27,0.66,1,190
30088310,Private Bedroom in a Quintessential UWS Apartment,2723489,Leslie,Manhattan,Upper West Side,40.80211,-73.97015,Private room,130,30,3,2018-12-16,0.09,1,0
30088327,Lower East Side luxury one bedroom apartment,75404627,Nadia,Manhattan,Two Bridges,40.71073,-73.99234,Entire home/apt,220,30,33,2019-12-09,1.19,1,154
30089134,NYC House rent,225616368,Jafor,Queens,Maspeth,40.73645,-73.90322,Entire home/apt,166,30,32,2019-12-28,1.09,1,0
30089412,Private 2 bedroom apartment with outdoor space ..,156481014,Nyesha,Brooklyn,Clinton Hill,40.68377,-73.96093,Entire home/apt,250,2,45,2021-08-02,2.09,1,130
30089955,Amazing City View Ultra Luxury One Bed in Midtown,50046186,Jesse,Manhattan,Midtown,40.74947,-73.98493,Entire home/apt,395,30,1,2018-12-16,0.03,1,0
30091241,Tribeca - Large 4 bedroom 2 bathroom for Xmas/NY,102655617,Mahesh,Manhattan,Tribeca,40.71367,-74.00694,Entire home/apt,295,30,1,2019-01-01,0.03,1,0
30091313,家庭式單間雙人床K,225889604,Fiona,Queens,Flushing,40.76489,-73.82954,Private room,56,2,20,2021-06-10,0.61,3,75
30091911,Loft Style Studio close to everything!,16768238,Adrian,Manhattan,Hell's Kitchen,40.76456,-73.98751,Entire home/apt,261,3,7,2021-07-25,0.74,1,0
30093843,"John’s Place w/Parking & Backyard, Close to Subway",2286764,John,Queens,Woodside,40.75517,-73.90595,Entire home/apt,138,1,84,2021-07-13,2.66,1,17
30094688,Luxurious Brooklyn Studio,225943653,Oswin,Brooklyn,Bedford-Stuyvesant,40.68672,-73.94566,Entire home/apt,150,1,1,2018-11-28,0.03,1,179
30095023,5 mins to Manhattan Amaze City View Lux Single Bed,23787819,R,Queens,Long Island City,40.75014,-73.94051,Private room,89,14,3,2020-01-04,0.11,3,4
30096719,Studio w/ private entry in Fort Greene,188896,Ellen,Brooklyn,Clinton Hill,40.68837,-73.96816,Entire home/apt,107,1,104,2021-05-25,3.82,1,281
30102118,Huge one bedroom in trendy Greenpoint,5743700,Joshua,Brooklyn,Greenpoint,40.72929,-73.95544,Entire home/apt,85,7,1,2020-02-16,0.06,1,0
30104692,"Quiet apartment. Easy access to L, J/M/Z, G lines.",43089807,John,Brooklyn,Williamsburg,40.71222,-73.95768,Entire home/apt,109,28,54,2021-05-31,2.37,1,162
30104723,Cozy apt with washer dryer  in trendy Williamsburg,226201658,Vanessa,Brooklyn,Williamsburg,40.70811,-73.9503,Entire home/apt,95,30,11,2021-06-12,0.37,3,309
30105137,Garden Apt. including a spacious private backyard,226205088,Robbin,Manhattan,Harlem,40.80255,-73.94731,Entire home/apt,140,14,23,2021-06-30,1.03,1,88
30105183,Big bedroom in front of the park,100106209,Emmie,Brooklyn,Prospect-Lefferts Gardens,40.66059,-73.96215,Private room,65,1,10,2021-07-05,0.37,3,338
30106162,Private Room in Charming TriBeCa Loft,407922,Kristen,Manhattan,Tribeca,40.71839,-74.00668,Private room,70,30,2,2018-12-12,0.06,1,0
30106990,NON SMOKING -NY MANHATTAN DOUBLE ROOM,224815152,Hudson River,Manhattan,Hell's Kitchen,40.75636,-73.99809,Private room,199,30,24,2020-07-18,0.76,10,365
30108247,beautiful apt. in Chelsea w/ a doorman,7285648,Josh,Manhattan,Chelsea,40.7445,-74.0056,Private room,130,30,1,2019-01-01,0.03,3,0
30109697,Nicely appointed BIG one bedroom off Central Park,1385157,Brian,Manhattan,Upper West Side,40.78276,-73.97433,Entire home/apt,143,30,8,2020-11-21,0.41,5,245
30109916,Entire Spacious Apt. with Comfy Queen Bed & WiFi,22694324,Greg,Bronx,Allerton,40.87005,-73.84729,Entire home/apt,104,1,74,2021-07-31,23.87,1,140
30112272,Spacious 3 bedrooms Prime Manhattan,225108575,Tom,Manhattan,Midtown,40.75676,-73.9657,Entire home/apt,275,30,3,2018-12-04,0.11,1,177
30112494,"Huge, super-clean and elegant!",225971717,Natalia,Manhattan,Harlem,40.82394,-73.95342,Entire home/apt,100,30,4,2018-12-16,0.12,1,0
30113594,Private and Cozy 1 bedroom in Chinatown,10082935,Joel,Manhattan,Little Italy,40.71782,-73.99935,Entire home/apt,85,30,1,2020-02-10,0.06,1,4
30120427,"2 blocks from train, Balcony, Free Parking!",50319699,Sharon,Queens,Astoria,40.7707,-73.92178,Entire home/apt,140,30,2,2019-05-06,0.06,1,0
30121473,Big quiet corner room in a new large sunny duplex,2356449,Mariana,Brooklyn,Bedford-Stuyvesant,40.68804,-73.91993,Private room,45,30,1,2019-09-30,0.04,2,0
30122033,"A well loved, Individually designed luxury home!",38140449,David,Manhattan,Upper West Side,40.77156,-73.99097,Entire home/apt,375,30,1,2019-01-01,0.03,1,0
30122474,Comfy Oasis In Exceptionally Convenient Area,41217631,Paul,Manhattan,Chinatown,40.71463,-73.99873,Private room,65,1,39,2019-07-03,1.29,2,0
30123494,Comfy modern appartment in hip Crown Heights,11869986,Christopher,Brooklyn,Crown Heights,40.67287,-73.9596,Entire home/apt,210,30,1,2019-01-01,0.03,1,0
30124398,Spacious 19th century triplex townhouse,4077993,Raquel,Brooklyn,Crown Heights,40.6771,-73.94228,Entire home/apt,225,7,4,2020-02-28,0.12,3,0
30125523,Excellent studio in Midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74832,-73.97737,Entire home/apt,90,30,4,2021-02-06,0.15,83,354
30125704,Pleasant studio in Midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74926,-73.97643,Entire home/apt,90,30,1,2019-10-25,0.05,83,312
30126088,Experience Serernity~Hamilton Heights,178473107,Allan C.,Manhattan,Harlem,40.83054,-73.94692,Private room,99,1,3,2020-09-09,0.1,6,125
30126274,Cute 1/1 Available for the Holidays in NYC!,216903925,Victoria,Manhattan,Washington Heights,40.83873,-73.94163,Entire home/apt,99,30,2,2019-01-07,0.06,1,0
30129482,Brooklyn Apartment,9962746,Tania,Brooklyn,Fort Greene,40.68621,-73.9718,Entire home/apt,100,10,9,2021-07-31,0.44,1,0
30129734,Cozy Self Contained Private 1 Bedroom Apartment,221844597,Ayana,Queens,St. Albans,40.68909,-73.76596,Entire home/apt,67,1,159,2021-07-14,4.86,1,323
30129959,Central Harlem Apartment,195452338,Jacob,Manhattan,Harlem,40.80911,-73.94146,Private room,30,30,2,2019-02-07,0.06,1,0
30130572,Studio-like bedroom with private entrance and bath,2557167,Eric,Bronx,Concourse Village,40.83387,-73.91022,Private room,90,4,28,2020-03-21,0.97,1,0
30131807,Thanksgiving getaway (or hiding spot from the fam),226414996,John,Queens,Ditmars Steinway,40.77157,-73.90621,Entire home/apt,75,3,1,2019-01-07,0.03,2,0
30131908,Private room in Upper East Side |Near Central Park,79194704,Fernanda,Manhattan,East Harlem,40.78738,-73.94141,Private room,108,1,1,2018-11-26,0.03,1,0
30132508,Beautiful Garden Apt in Brownstone w Backyard!,182990602,Jamie,Brooklyn,Clinton Hill,40.69249,-73.96755,Entire home/apt,170,2,119,2021-07-17,4.27,1,166
30134327,Large Studio near Lincoln Center,84163854,Martha,Manhattan,Upper West Side,40.7769,-73.98195,Entire home/apt,150,30,7,2018-12-17,0.22,1,0
30143717,"Bright, modern 2 bedroom oasis middle of Flatiron!",46068130,Laura,Manhattan,Flatiron District,40.74424,-73.99051,Entire home/apt,495,30,6,2019-06-04,0.19,2,0
30147658,Private Room in Cosy Penthouse Apt in Bushwick,5834807,Rebeca,Brooklyn,Bushwick,40.69339,-73.92374,Private room,80,30,3,2019-08-19,0.16,1,30
30153527,"Spacious Renovated Bright, by Prospect Park",14987061,Vera,Brooklyn,Flatbush,40.64887,-73.95984,Entire home/apt,125,30,7,2019-12-28,0.27,1,0
30154255,Designer Downtown Loft,19168930,Hampton,Manhattan,East Village,40.73316,-73.98824,Entire home/apt,495,30,18,2020-09-06,0.66,1,316
30156697,"LONG TERM RENTAL,STUDIO N 7 IN THE VILLAGE",27636707,Gaia&Pietro,Manhattan,West Village,40.73275,-74.00549,Entire home/apt,111,30,43,2021-04-14,1.54,6,297
30156908,"LONG TERM RENTAL,STUDIO N3 IN THE VILLAGE",27636707,Gaia&Pietro,Manhattan,West Village,40.73275,-74.00549,Entire home/apt,111,30,35,2021-08-02,1.25,6,278
30158735,"Bedroom in 3bd Apartment, LES, Amazing Rooftop",146638424,Sean,Manhattan,East Village,40.72128,-73.9817,Entire home/apt,115,30,2,2019-02-10,0.06,1,0
30161645,Midtown West - Cozy Standard King,224414117,Casamia 36,Manhattan,Hell's Kitchen,40.75675,-73.99698,Hotel room,135,1,51,2021-07-25,1.62,11,365
30161866,Time Square - Comfy Standard Queen,224414117,Casamia 36,Manhattan,Hell's Kitchen,40.75691,-73.99788,Hotel room,135,1,63,2021-07-05,2.24,11,360
30169107,Lovely private room with private bath in Brooklyn,41091852,Andrea,Brooklyn,Bedford-Stuyvesant,40.69116,-73.94356,Private room,82,1,61,2020-02-23,2.24,1,3
30171467,Sam and Mala place is your home away from home,226664611,Samuel,Queens,South Ozone Park,40.67907,-73.81415,Entire home/apt,87,3,64,2021-06-27,4.95,2,354
30173864,"Charming Apartment in Brooklyn, NY",49589973,Steven,Brooklyn,Fort Greene,40.68879,-73.97262,Private room,70,30,3,2019-04-15,0.13,1,0
30175521,The BEST LOCATION in Brooklyn,100935364,Kira,Brooklyn,Boerum Hill,40.68352,-73.98011,Private room,44,30,3,2019-01-06,0.1,2,0
30179240,New York Loft,226714861,Faysal,Manhattan,Upper West Side,40.79062,-73.97309,Entire home/apt,175,2,2,2021-07-18,1.87,1,327
30180208,Nice bedroom in cosy Harlem apartment,75349777,Charles,Manhattan,Morningside Heights,40.81595,-73.95888,Private room,55,30,3,2018-12-29,0.1,1,0
30181399,Bright Quiet Room in the West Village,108890111,Miguel,Manhattan,West Village,40.73,-74.00416,Private room,83,30,1,2019-01-02,0.03,1,0
30182137,Sophisticated Upper East Apt Best Location,61391963,Stay With Vibe,Manhattan,Upper East Side,40.77364,-73.95701,Entire home/apt,117,30,6,2020-07-30,0.22,96,358
30182955,Gorgeous East Village Apartment (2 bed/1 Bath),126974091,Hayley,Manhattan,East Village,40.72761,-73.97832,Entire home/apt,314,30,1,2018-12-31,0.03,1,0
30183115,Luxury apartment in Time Square with in-unit wash,39329047,C,Manhattan,Hell's Kitchen,40.76238,-73.99805,Entire home/apt,150,30,4,2019-02-15,0.12,1,0
30183428,Uptown Cozy Apartment,11547083,Sabrina,Manhattan,Upper West Side,40.7983,-73.96204,Entire home/apt,135,2,19,2021-07-05,2.98,1,0
30184318,Private Large New 1 br w/soaking tub   Brownstone,19591194,Ali,Brooklyn,Bedford-Stuyvesant,40.68502,-73.94318,Entire home/apt,144,7,14,2021-07-10,0.61,1,5
30184570,Cozy room in the heart of Williamsburg.,188477517,Jane,Brooklyn,Williamsburg,40.7106,-73.95883,Private room,150,30,1,2018-12-09,0.03,1,0
30186549,⋆Brooklyn Brownstone Suite⋆Great Location⋆,145248567,Sam,Brooklyn,Prospect-Lefferts Gardens,40.66333,-73.95191,Entire home/apt,124,3,120,2021-07-31,3.82,1,120
30187850,Ejeee,226772729,Mush’s,Manhattan,Upper West Side,40.79455,-73.96403,Private room,120,30,1,2019-01-19,0.03,1,0
30198386,Big Cozy Brand New Sunny Studio in Flushing NY!,226769067,Mike,Queens,Flushing,40.75995,-73.80599,Entire home/apt,65,1,186,2021-08-03,10.26,1,87
30198546,Clean and Cozy Private Room in Lower East Side,3612745,Ankit,Manhattan,Lower East Side,40.71828,-73.99106,Private room,105,30,33,2019-12-17,1.21,1,177
30200473,"Cozy, Clean and Quiet Private Room - Wifi Access",226838925,Aralis,Queens,Glendale,40.69589,-73.8976,Private room,36,30,5,2018-12-02,0.16,1,0
30201476,"Smart Studio in Trendy Tribeca, Indoor pool + Gym by Blueground",107434423,Blueground,Manhattan,Tribeca,40.715794,-74.005875,Entire home/apt,370,30,1,2019-02-08,0.03,286,339
30205956,Large Balcony 1 bdr apt in Williamsburg - Bedford,16081505,Georgia,Brooklyn,Williamsburg,40.71645,-73.96364,Entire home/apt,191,30,22,2020-06-27,0.8,1,0
30208369,"Cozy and home feeling, 1-bdrm apt near F, N subway",117648324,Utah,Brooklyn,Gravesend,40.60539,-73.97542,Private room,76,4,5,2021-07-21,0.15,1,152
30208544,Penthouse in FiDi,73128753,Haider,Manhattan,Financial District,40.70442,-74.00629,Private room,106,30,5,2019-06-30,0.16,1,0
30209958,Lovely exposed brick room to rent in Williamsburg,27716292,Ianthe,Brooklyn,Williamsburg,40.71056,-73.95115,Private room,70,30,2,2019-05-05,0.08,1,0
30212188,Manhattan West - Standard Queen Room,224414117,Casamia 36,Manhattan,Hell's Kitchen,40.75473,-73.9967,Hotel room,135,1,52,2021-07-19,1.7,11,360
30212741,New Kitchen&Bath : 5min ➡︎ Subway 20min ➡︎ TimeSQ,19303369,Hiroki,Queens,Jackson Heights,40.74945,-73.89561,Private room,43,30,1,2019-05-01,0.04,121,0
30213232,30min➡︎TimesSQ 3min➡︎Subway New New New Building,204704622,Momoyo,Queens,Elmhurst,40.73863,-73.87711,Private room,38,30,5,2021-05-26,0.18,95,31
30213410,30min➡︎LGA  New&Clean Apt with Cozy Terrace Space,204704622,Momoyo,Queens,Elmhurst,40.74064,-73.87626,Private room,38,30,5,2021-01-30,0.19,95,54
30215130,Large Newly Renovated 1 Bedroom Apartment,27245607,Sidney,Manhattan,West Village,40.73352,-74.00306,Entire home/apt,165,30,2,2019-01-02,0.07,1,0
30218133,The Exclusive Studio Manhattan NYC,13133052,Bruno,Manhattan,Midtown,40.74639,-73.98725,Entire home/apt,137,4,67,2021-07-18,2.14,3,331
30227054,Bright and Sunny Luxury Modern Midtown Apartment,50240612,Kavya,Manhattan,Midtown,40.74929,-73.98528,Entire home/apt,275,30,7,2019-07-02,0.27,1,0
30229561,HARLEM CLEAN & COMFY SPACE,227021565,Alexander,Manhattan,Harlem,40.8269,-73.93908,Private room,35,1,28,2020-01-26,0.91,1,0
30229988,HOLIDAY SEASON IN MIDTOWN NY LARGE & SUNNY STUDIO,73839962,Raphael,Manhattan,Midtown,40.75437,-73.9681,Entire home/apt,350,30,1,2019-01-02,0.03,1,0
30231026,"Hell’s  kitchen studio, Time Square/Javitz center",86171061,Abraham,Manhattan,Hell's Kitchen,40.7602,-73.99576,Entire home/apt,275,30,5,2019-06-04,0.18,1,0
30231630,"15 Min to Manhattan, 10 Min to LGA - Cozy Home",227037845,Safin,Queens,Maspeth,40.73852,-73.90696,Entire home/apt,104,2,121,2021-07-18,4.66,2,272
30231632,Super Clean Lower East Side Private Bedroom,72614493,Gino,Manhattan,Lower East Side,40.71184,-73.99046,Private room,96,1,28,2021-05-28,0.99,1,11
30231880,West Village/Greenwich Village Room With A View,2647893,Deedee,Manhattan,Greenwich Village,40.72956,-74.00088,Entire home/apt,225,10,8,2021-04-25,0.36,1,266
30232126,MONTANA 1BED/1BATH APT IN QUEENS 10 MINS to JFK,107915864,Mina,Queens,Howard Beach,40.6685,-73.85166,Entire home/apt,105,1,50,2021-07-14,2.48,2,214
30232758,Clean & Spacious Duplex Bushwick Gem (w. Backyard),6004082,LeAnne And Keith,Brooklyn,Bushwick,40.69507,-73.92231,Entire home/apt,147,30,25,2019-07-30,0.9,1,0
30236202,BEST Bushwick Lower Level Apt 15 mins to Manhattan,8998154,Gordon,Brooklyn,Bushwick,40.69232,-73.92412,Entire home/apt,109,2,72,2021-07-03,2.28,2,137
30244166,Gorgeous Midtown East Apt. Open Concept 1 Bedroom,225429345,Aldo,Manhattan,Midtown,40.75203,-73.96991,Entire home/apt,260,30,10,2019-05-25,0.36,1,363
30247044,Bright new room w/ amazing view! 15 min. to city,326465,Joshua,Brooklyn,Greenpoint,40.72397,-73.95274,Private room,95,7,1,2018-12-23,0.03,1,0
30249168,UWS Lofted Studio just off Central Park,27126531,Bronwyn,Manhattan,Upper West Side,40.77652,-73.97803,Entire home/apt,120,30,3,2019-01-02,0.09,1,0
30252034,A neat bedroom in a cozy 3-bedroom apartment,227179489,Ester,Manhattan,Roosevelt Island,40.7633,-73.94992,Private room,75,4,135,2021-07-02,5.29,2,92
30252158,Temple of DreamZzz,227165163,Glory,Brooklyn,Kensington,40.64446,-73.97427,Private room,85,30,1,2018-12-24,0.03,1,364
30254229,"NEW! Fam friendly, spacious BK townhouse",3624487,Christina,Brooklyn,Crown Heights,40.67211,-73.91404,Entire home/apt,155,3,85,2021-08-02,2.76,1,234
30255625,Garden-facing bedroom in heart of Williamsburg,7340654,Jessica,Brooklyn,Williamsburg,40.7116,-73.94813,Private room,71,30,9,2019-08-27,0.28,1,0
30255663,Room w/ private entrance at convenient location.,58344344,Julie,Brooklyn,Bushwick,40.6988,-73.9377,Private room,26,30,8,2019-11-16,0.25,1,0
30263903,Hendrix Upstairs Oasis Rm #2,105878573,Tonisha,Brooklyn,East New York,40.66544,-73.88879,Private room,52,1,42,2021-06-11,2.27,5,84
